Código institución,Nombre institución,Código del registro,Nombre del registro,Tipo de registro,Estado registro,Descripción del registro,Área responsable,Cargo del o la responsable,Tipo de inicio,Acto de inicio,Acto de término,Producto institucional relacionado,Número Ley,URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile),Otras fuentes normativas,Pago asociado,Tipo de usuario(a),Segmento de usuarios(as),Relación con el Registro Social de Hogares (RSH) y/o con el Registro de Información Social (RIS) para la selección de sus usuarios,Disponibilidad para su realización,Nivel de digitalización,Canal digital - Canales transaccionales,Canal presencial - Canales transaccionales,Canal telefónico - Canales transaccionales,Módulos de autoatención - Canales transaccionales,URL del inicio,Ficha ChileAtiende relacionada,URL de ficha ChileAtiende,Número de plataformas electrónicas que intervienen en el soporte electrónico,Alcance de las plataformas electrónicas que soportan el registro,Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización,Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización,Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización,No utiliza mecanismo de autenticación - Autenticación,Utiliza ClaveÚnica - Autenticación,Utiliza Clave Tributaria - Autenticación,Utiliza un mecanismo de autenticación propio - Autenticación,Mecanismo de autenticación digital para funcionarios,Firma electrónica Avanzada,Notificación(es) practicada(s),Tiene etapa Inicio,Tiene etapa Instrucción,Tiene etapa Finalización,Medio utilizado para notificar en la etapa de iniciación,Medio utilizado para notificar en la etapa de instrucción,Medio utilizado para notificar en la etapa de finalización,"Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado",Documento(s) notarial(es),Nombre del documento notarial relacionado,Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado,Fecha de creación,Fecha de actualización
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,PT-GOR00046-00031,Revisión y Visación Jurídica de Documentos Institucionales,Procedimiento administrativo de función específica,Completado,"SE SOLICITA AL DEPARTAMENTO JURIDICO POR PARTE DE LAS DIVERSAS DIVISIONES DEL GOBIERNO REGIONAL DE LA ARAUCANÍA LA REVISIÓN Y VISACIÓN DE RESOLUCIÓN, MEMOS Y OFICIOS DE DIVERSAS MATERIAS ACOMPAÑANDO LOS ANTECEDENTES PARA SU DEBIDA REVISIÓN.",Fiscalía - jurídica,PROFESIONAL DEPARTAMENTO JURIDICO,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",MEMO O SOLICITUD ELECTRONICA,DEVOLUCIÓN DE LOS ANTECEDENTES Y RESOLUCIÓN U ACTO ADMINISTRATIVO VISADO POR EL DEPARTAMENTO ,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 2,,Sí,,,https://intranet.gorearaucania.cl/index.php?id=244&no_cache=1,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-26 11:57:35,2024-11-08 15:50:44
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,PT-GOR00046-00032,Coordinación Secretaria Técnica Comité de Calidad institucional,Procedimiento administrativo de función específica,Completado,"El Procedimiento Administrativo (PA), para la coordinación Secretaria Técnica Comité de Calidad (CC) institucional, inicia con la formalización mediante resolución exenta del Comité de Calidad y sus principales funciones. De acuerdo a lo dispuesto por la Secretaría Ejecutiva del CC se procede a convocar a reunión mediante memo y/o correo electrónico a los integrantes del citado comité, previo a ello se debe gestionar el lugar y el horario respectivo. Se prepara los contenidos de la presentación con los temas a tratar, cómo asimismo se formula listado con la asistencia y se tramita firma según corresponde, se elabora Acta con lo tratado y los acuerdos alcanzados, la cual se pone a disposición de los participante mediante memo y/o correo electrónico, conjuntamente con la solicitud de comentarios respectivo.",Control de gestión,Encargado Sistema Control (CMI),"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Resolución exenta que formaliza el Comité de Calidad.,Acta de Reunión ,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=30542,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 2,,Sí,,,https://intranet.gorearaucania.cl/index.php?id=244&no_cache=1,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Ambos medios,,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-26 12:32:54,2023-12-26 12:35:50
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,PT-GOR00046-00033,Elaboración Planes de Mejora en el marco del Sistema de Mejora Contínua,Procedimiento administrativo de función específica,Completado,"El Procedimiento Administrativo (PA), para la elaboración de Planes de Mejora en el marco del Sistema de Mejora Contínua, inicia con la formalización de la conformación de equipos de trabajo por cada uno de los criterios que presenta el Modelo de Excelencia de los Gobiernos Regionales. Cada equipo de trabajo procede al levantamiento de información para formular el Informe de autoevaluación el cual es validado por un ente externo contratado al efectos. A partir del Informe de Autoevaluación se formula el respectivo Plan de Mejora, que incluye Lineas de Acción (proyectos) y Acciones de Mejora Inmediata (AMI) para mejorar los niveles de gestión del Servicio. Dicho Plan de Mejora es validado por un ente externo contratado al efectos.",Control de gestión,Encargado Sistema Control (CMI),"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Oficio que formaliza designación de los equipos de trabajo por cada uno de los criterios que presenta el Modelo de Excelencia de los Gobiernos Regionales. ,Plan de Mejora validado por un ente externo contratado al efectos.,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=30542,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 2,,Sí,,,https://intranet.gorearaucania.cl/index.php?id=244&no_cache=1,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Ambos medios,,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-26 12:37:22,2023-12-26 16:37:20
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,PT-GOR00046-00034,Administración sistema control de gestion institucional,Procedimiento administrativo de función específica,Completado,"El Procedimiento Administrativo (PA), para la administración sistema control de gestion institucional (CMI), inicia con la carga paramétrica de los indicadores y variables respectivas, cómo asimismo de los responsables de los indicadores, encargados de reporte en el sistema CMI y periodos para Informar Avance. Cada centro de responsabilidad procede a reportar el informe de avance de los indicadores y variables en el sistema CMI el cual es aprobado por el encargado de revisión. En el trancurso de año se procede a crear el Informe de Avance mensual, como tambien se efectuan las modificaciones y actualizaciones que correspondan.",Control de gestión,Encargado Sistema Control (CMI),Ambos tipos de inicio (oficio y a solicitud de partes).,Carga paramétrica de los indicadores y variables respectivas. ,Informe de avance de los indicadores y variables en el sistema CMI ,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=30542,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 2,,Sí,,,https://intranet.gorearaucania.cl/index.php?id=244&no_cache=1,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-26 12:39:22,2024-11-04 10:20:43
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,TR-GOR00046-00035,Gestión de Reclamos,Otra Tramitación,Completado,"Atención y recepción de peticiones del tipo Reclamos, Felicitaciones, Sugerencias o Opiniones de la ciudadanía hacia al Servicio Gobierno Regional de La Araucanía. No considera Solicitudes asociadas a Ley 20.285 de Acceso a la Información Pública.",Administración y finanzas,PROFESIONAL DIVISIÓN ADMINISTRACIÓN Y FINANZAS,,,,Atención y/o información ciudadana,19880,https://www.bcn.cl/leychile/navegar?idNorma=210676&idVersion=Diferido,Sí,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://gorearaucania.cerofilas.gob.cl/,No,,2,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,Sí,,,Sí,Sí,Sí,,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-10 15:39:59,2024-10-21 13:08:47
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,TR-GOR00046-00036,Solicitud de Audiencia (Ley 20.730),Otra Tramitación,Completado,"Solicitar audiencias en el marco de la Ley 20.730 (Ley del Lobby), con el objeto de promover, defender o representar cualquier interés particular, para influir en las decisiones que en el ejercicio de sus funciones deben adoptar los sujetos pasivos de esta Institución.",Administración y finanzas,JEFE DIVISION ADMINISTRACION Y FINANZAS - SECRETARIO EJECUTIVO CONSEJO REGIONAL,,,,Otros,20730,https://www.bcn.cl/leychile/navegar?idNorma=1060115,No,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://www.leylobby.gob.cl/instituciones/AB085,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios",2023-11-10 15:39:59,2024-10-21 14:01:32
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,TR-GOR00046-00037,"Fondos concursables FNDR (Cultura, Deporte, Seguridad Ciudadana, Adulto Mayor, Medio Ambiente, Social)",Otra Tramitación,Completado,"Fondo Nacional de Desarrollo Regional (F.N.D.R.) para financiar actividades culturales, deportivas, de seguridad ciudadana, adultos mayores, medio ambiente y fondo social.",Áreas asociadas al mandato institucional,JEFE DIVISION DESARROLLO SOCIAL Y HUMANO,,,,Fondos concursables y/o postulables,21640,https://www.bcn.cl/leychile/navegar?idNorma=1199318,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 4,Sí,,,,https://extranet.gorearaucania.cl/index.php?id=646,No,,5,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,Sí,,,,Sí,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Solo por medios eléctronicos,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-10 15:39:59,2024-10-21 14:21:50
PE-GOR-00046,Gobierno Regional de la Región de la Araucanía,TR-GOR00046-00038,Solicitud de Acceso a la Información Pública (Ley 20.285),Otra Tramitación,Completado,"Permite solicitar información en el marco de la Ley Nº20.285, que regula el principio de transparencia en la función pública y  el derecho de acceso a la información de los órganos de la Administración del Estado.",Administración y finanzas,PROFESIONAL DIVISIÓN ADMINISTRACIÓN Y FINANZAS,,,,Otros,20285,https://www.bcn.cl/leychile/navegar?idNorma=276363,No,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://www.gorearaucania.cl/index.php?id=346&no_cache=1,No,,3,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,Sí,,,,Sí,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-10 15:39:59,2024-10-21 14:30:13
PE-GOR-00059,Gobierno Regional de la Región de Arica y Parinacota,PA-GOR00059-00001,"Solicitud de permiso con y sin goce de remuneraciones, feriado legal y descanso complementario ",Procedimiento administrativo de función común,Completado,"Procedimiento dirigido a todo el personal del servicio administrativo del Gobierno Regional de Arica y Parinacota, el cual tiene como principal objetivo administrar las solicitudes de permiso con y sin goce de remuneraciones, feriado legal y descanso complementario, una vez emitida y tramitada completamente la solicitud correspondiente, su resultado será la aprobación mediante resolución exenta, la cual es registrada por el personal administrativo del Departamento de Gestión y Desarrollo de Personas mediante planilla Excel.",Recursos humanos - gestión de personas,Administrativo del Departamento de Gestión y Pesarrollo de Personas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.","Solicitud de permiso con y sin goce de remuneraciones, feriado legal y descanso complementario.","Resolución de cierre que autoriza o regulariza permiso con goce de remuneraciones, y su difusión al interesado.",,18834,https://www.bcn.cl/leychile/navegar?idNorma=236392,No,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medio físicos,,Solo por medios eléctronicos,No,,,"Sí, realiza envíos por medio de la plataforma Doc Digital y/o se encuentra integrado a ella",2023-12-17 20:20:28,2024-12-17 10:41:22
PE-GOR-00059,Gobierno Regional de la Región de Arica y Parinacota,PA-GOR00059-00002,Gestión de compras,Procedimiento administrativo de función común,Completado,"Gestiona las compras publicas de bienes y servcios programa funcionamiento / Adquisición de bienes y  servicios a través convenio marco, licitación pública, licitación privada, trato directo, compras ágil y/o menores a 3 UTM.  ",Administración y finanzas,Encargado de Adquisiciones,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Plan de Compras y requerimientos.,Recepción conforme.,,19886,https://bcn.cl/NrwYcb,Sí,,,,,,Nivel 3,,Sí,,,https://www.mercadopublico.cl,,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada provista por un externo,Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-12-17 21:51:11,2024-12-17 12:27:21
